name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
vit_base_patch16_rpn_224,vit_base_patch16_rpn_224.in1k,in21k,224,0.28,S,86.54,M,ViT,Conventional,14200000,0.821,0.711,0.327,0.452,0.251,0.435,0.53,0.9592,0.904,0.486326972,0.478908976,0.40974391,0.57,0.594,0.822,0.643,0.418307087,0.706108337,0.556818182,0.581,0.707
vit_base_patch32_224,vit_base_patch32_224.sam,in21k,224,0.28,S,88.22,M,ViT,Conventional,14200000,0.815,0.706,0.313,0.439,0.224,0.421,0.517,0.9424,0.884,0.446783396,0.47256581,0.342286071,0.536,0.569,0.7274,0.542,0.320275591,0.62658471,0.420454545,0.477,0.656
vit_base_patch32_224_sam,vit_base_patch32_224_sam,in21k,224,0.28,S,88.22,M,ViT,Conventional,14200000,0.755,0.632,0.23,0.351,0.043,0.314,0.416,0.8828,0.771,0.258705489,0.369013638,0.137414116,0.384,0.435,0.6988,0.474,0.274015748,0.587399155,0.409090909,0.436,0.624
vit_base_patch32_384,vit_base_patch32_384.augreg_in1k,in21k,384,0.48,M,88.3,M,ViT,Conventional,14200000,0.837,0.733,0.363,0.49,0.371,0.489,0.584,0.9624,0.904,0.424749164,0.491119569,0.492816989,0.578,0.601,0.7964,0.638,0.35511811,0.628889743,0.590909091,0.553,0.694
vit_base_patch8_224,vit_base_patch8_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,86.58,M,ViT,Conventional,14200000,0.858,0.763,0.469,0.61,0.589,0.608,0.709,0.9662,0.918,0.315364942,0.509356169,0.54028732,0.571,0.591,0.8052,0.636,0.275,0.635804841,0.602272727,0.537,0.667
vit_base_r50_s16_384,vit_base_r50_s16_384.orig_in21k_ft_in1k,in21k,384,0.48,M,98.95,M,ViT,Conventional,14200000,0.855,0.758,0.435,0.575,0.546,0.579,0.677,0.9768,0.938,0.674995082,0.573422138,0.701436602,0.722,0.739,0.8472,0.72,0.465551181,0.727237803,0.784090909,0.674,0.796
vit_large_patch16_224,vit_large_patch16_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,304.33,L,ViT,Conventional,14200000,0.855,0.759,0.438,0.578,0.556,0.583,0.682,0.9776,0.947,0.723194964,0.637646686,0.603997502,0.728,0.745,0.8356,0.672,0.494685039,0.780253554,0.670454545,0.654,0.783
vit_large_patch16_384,vit_large_patch16_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,304.72,L,ViT,Conventional,14200000,0.874,0.785,0.55,0.733,0.712,0.695,0.795,0.982,0.949,0.720440685,0.663177926,0.782011243,0.779,0.793,0.8528,0.71,0.490354331,0.785247791,0.840909091,0.707,0.829
vit_large_patch32_384,vit_large_patch32_384.orig_in21k_ft_in1k,in21k,384,0.48,M,306.63,L,ViT,Conventional,14200000,0.839,0.736,0.366,0.495,0.389,0.497,0.592,0.9598,0.909,0.383041511,0.441484301,0.509056839,0.561,0.584,0.7596,0.606,0.328149606,0.593545909,0.715909091,0.561,0.739
vit_large_r50_s32_224,vit_large_r50_s32_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,328.99,L,ViT,Conventional,14200000,0.842,0.74,0.377,0.505,0.417,0.51,0.606,0.9766,0.932,0.717096203,0.603235014,0.560274828,0.703,0.72,0.8216,0.674,0.48976378,0.772185939,0.681818182,0.654,0.796
vit_large_r50_s32_384,vit_large_r50_s32_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,329.09,L,ViT,Conventional,14200000,0.863,0.767,0.487,0.639,0.615,0.627,0.727,0.9828,0.947,0.73657289,0.660799239,0.736414741,0.77,0.783,0.8518,0.7,0.50511811,0.779101037,0.738636364,0.681,0.799
vit_relpos_base_patch16_224,vit_relpos_base_patch16_224.sw_in1k,in1k,224,0.28,S,86.43,M,ViT,Conventional,1200000,0.824,0.716,0.334,0.459,0.273,0.446,0.541,0.9598,0.916,0.547708046,0.506660324,0.435352904,0.601,0.626,0.8262,0.641,0.43976378,0.705339992,0.568181818,0.589,0.713
vit_relpos_base_patch16_clsgap_224,vit_relpos_base_patch16_clsgap_224.sw_in1k,in1k,224,0.28,S,86.43,M,ViT,Conventional,1200000,0.826,0.721,0.34,0.463,0.297,0.455,0.551,0.9614,0.912,0.536494196,0.510624802,0.44222361,0.6,0.624,0.8298,0.642,0.466338583,0.71955436,0.602272727,0.608,0.733
vit_relpos_base_patch32_plus_rpn_256,vit_relpos_base_patch32_plus_rpn_256.sw_in1k,in1k,256,0.32,M,119.42,L,ViT,Conventional,1200000,0.803,0.691,0.297,0.418,0.152,0.39,0.486,0.9366,0.861,0.403895337,0.43244529,0.297314179,0.499,0.533,0.7754,0.56,0.359645669,0.651171725,0.443181818,0.503,0.649
vit_relpos_medium_patch16_224,vit_relpos_medium_patch16_224.sw_in1k,in1k,224,0.28,S,38.75,S,ViT,Conventional,1200000,0.825,0.718,0.335,0.46,0.288,0.45,0.545,0.9594,0.908,0.488687783,0.482239137,0.425359151,0.576,0.6,0.8214,0.646,0.42519685,0.702650788,0.636363636,0.603,0.734
vit_relpos_medium_patch16_cls_224,vit_relpos_medium_patch16_cls_224.sw_in1k,in1k,224,0.28,S,38.76,S,ViT,Conventional,1200000,0.826,0.719,0.338,0.462,0.293,0.453,0.548,0.957,0.893,0.512492622,0.482714875,0.423485322,0.578,0.604,0.8172,0.629,0.413976378,0.692662313,0.590909091,0.582,0.712
vit_relpos_medium_patch16_rpn_224,vit_relpos_medium_patch16_rpn_224.sw_in1k,in1k,224,0.28,S,38.73,S,ViT,Conventional,1200000,0.822,0.712,0.329,0.454,0.255,0.438,0.533,0.9544,0.892,0.444029117,0.454646369,0.379138039,0.542,0.568,0.8024,0.632,0.378543307,0.667691126,0.647727273,0.581,0.724
vit_relpos_small_patch16_224,vit_relpos_small_patch16_224.sw_in1k,in1k,224,0.28,S,21.98,S,ViT,Conventional,1200000,0.819,0.709,0.323,0.447,0.24,0.43,0.525,0.9552,0.898,0.430454456,0.446875991,0.381636477,0.539,0.564,0.7944,0.617,0.380708661,0.668075298,0.613636364,0.57,0.718
vit_small_patch16_224,vit_small_patch16_224.augreg_in1k,in1k,224,0.28,S,22.05,S,ViT,Conventional,14200000,0.76288,0.6349,0.195916603,0.3504,0.096933333,0.32,0.419,0.9422,0.867,0.364155027,0.381224231,0.282948157,0.474,0.503,0.7868,0.615,0.333464567,0.605455244,0.465909091,0.505,0.642
vit_small_patch16_224,vit_small_patch16_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,22.05,S,ViT,Conventional,14200000,0.78032,0.6616,0.21939908,0.40843333,0.18493333,0.369,0.473,0.9574,0.904,0.40822349,0.455756422,0.405371643,0.543,0.567,0.7636,0.59,0.31594488,0.58932002,0.54545455,0.51,0.668
vit_small_patch16_384,vit_small_patch16_384.augreg_in1k,in21k,384,0.48,M,22.2,S,ViT,Conventional,14200000,0.847,0.745,0.396,0.524,0.459,0.531,0.627,0.9646,0.92,0.37831989,0.47621313,0.551530294,0.582,0.603,0.7982,0.635,0.323031496,0.595850941,0.647727273,0.55,0.689
vit_small_patch32_224,vit_small_patch32_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,22.88,S,ViT,Conventional,14200000,0.794,0.68,0.284,0.404,0.115,0.371,0.467,0.9078,0.814,0.248081841,0.367745005,0.256714553,0.422,0.465,0.6612,0.478,0.200590551,0.504033807,0.284090909,0.367,0.555
vit_small_patch32_384,vit_small_patch32_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,22.92,S,ViT,Conventional,14200000,0.818,0.709,0.32,0.445,0.238,0.428,0.523,0.942,0.873,0.27464096,0.401839518,0.367270456,0.479,0.508,0.7448,0.57,0.241535433,0.542451018,0.522727273,0.469,0.63
vit_small_r26_s32_224,vit_small_r26_s32_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,36.43,S,ViT,Conventional,14200000,0.819,0.71,0.323,0.448,0.241,0.431,0.526,0.965,0.91,0.602596892,0.51633365,0.415990006,0.611,0.633,0.8046,0.633,0.409055118,0.658086823,0.579545455,0.57,0.708
vit_small_r26_s32_384,vit_small_r26_s32_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,36.47,S,ViT,Conventional,14200000,0.846,0.745,0.395,0.524,0.457,0.53,0.626,0.9752,0.942,0.638402518,0.574056454,0.635852592,0.698,0.716,0.8286,0.68,0.431299213,0.687283903,0.647727273,0.612,0.739
vit_srelpos_medium_patch16_224,vit_srelpos_medium_patch16_224.sw_in1k,in1k,224,0.28,S,38.74,S,ViT,Conventional,1200000,0.822,0.712,0.328,0.453,0.254,0.437,0.532,0.9592,0.901,0.480228212,0.466856962,0.404122423,0.563,0.587,0.8144,0.632,0.408464567,0.676527084,0.636363636,0.588,0.722
vit_srelpos_small_patch16_224,vit_srelpos_small_patch16_224.sw_in1k,in1k,224,0.28,S,21.97,S,ViT,Conventional,1200000,0.815,0.707,0.314,0.44,0.229,0.423,0.519,0.9496,0.893,0.435176077,0.451157628,0.359775141,0.535,0.563,0.7922,0.616,0.377952756,0.657318479,0.579545455,0.558,0.704
vit_tiny_patch16_224,vit_tiny_patch16_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,5.72,S,ViT,Conventional,14200000,0.785,0.67,0.269,0.393,0.091,0.356,0.454,0.8266,0.735,0.133975998,0.277989217,0.186758276,0.333,0.403,0.6086,0.439,0.120669291,0.387245486,0.375,0.33,0.542
vit_tiny_patch16_384,vit_tiny_patch16_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,5.79,S,ViT,Conventional,14200000,0.809,0.699,0.306,0.429,0.18,0.404,0.499,0.862,0.785,0.105449538,0.29019981,0.259837601,0.36,0.418,0.666,0.508,0.10511811,0.383019593,0.454545455,0.363,0.545
vit_tiny_r_s16_p8_224,vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,in21k,224,0.28,S,6.34,S,ViT,Conventional,14200000,0.765,0.643,0.24,0.361,0.051,0.324,0.424,0.9172,0.825,0.365925634,0.356961624,0.21361649,0.44,0.48,0.7048,0.508,0.261811024,0.505570496,0.397727273,0.418,0.593
vit_tiny_r_s16_p8_384,vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,in21k,384,0.48,M,6.36,S,ViT,Conventional,14200000,0.793,0.678,0.283,0.404,0.111,0.369,0.465,0.943,0.895,0.41707653,0.388518871,0.306058713,0.502,0.532,0.7636,0.591,0.298031496,0.53361506,0.443181818,0.466,0.61
volo_d1_224,volo_d1_224,in1k,224,0.28,S,26.63,S,ViT,Conventional,1200000,0.839,0.737,0.369,0.495,0.389,0.498,0.594,0.9738,0.922,0.573283494,0.499207104,0.57339163,0.642,0.659,0.8602,0.722,0.484055118,0.733000384,0.75,0.672,0.781
volo_d1_384,volo_d1_384,in1k,384,0.48,M,26.78,S,ViT,Conventional,1200000,0.854,0.758,0.434,0.574,0.543,0.577,0.676,0.9772,0.932,0.583710407,0.508721852,0.689569019,0.679,0.695,0.8726,0.731,0.493503937,0.733384556,0.806818182,0.691,0.792
volo_d2_224,volo_d2_224,in1k,224,0.28,S,58.68,M,ViT,Conventional,1200000,0.847,0.746,0.396,0.524,0.461,0.532,0.628,0.9746,0.928,0.569152076,0.513796384,0.630855715,0.66,0.677,0.8748,0.724,0.487401575,0.733768728,0.738636364,0.671,0.767
volo_d2_384,volo_d2_384,in1k,384,0.48,M,58.87,M,ViT,Conventional,1200000,0.858,0.763,0.462,0.607,0.586,0.605,0.705,0.9776,0.939,0.560889239,0.518712337,0.745159275,0.691,0.707,0.8826,0.742,0.50019685,0.737610449,0.840909091,0.705,0.799
volo_d3_224,volo_d3_224,in1k,224,0.28,S,86.33,M,ViT,Conventional,1200000,0.851,0.752,0.41,0.537,0.503,0.551,0.647,0.975,0.94,0.610662994,0.527751348,0.667707683,0.687,0.705,0.8764,0.73,0.518700787,0.760660776,0.795454545,0.701,0.8
volo_d3_448,volo_d3_448,in1k,448,0.56,L,86.63,M,ViT,Conventional,1200000,0.865,0.769,0.504,0.657,0.654,0.646,0.747,0.9768,0.939,0.609679323,0.54376784,0.784509681,0.719,0.736,0.8848,0.759,0.527362205,0.76680753,0.886363636,0.735,0.831
volo_d4_224,volo_d4_224,in1k,224,0.28,S,192.96,L,ViT,Conventional,1200000,0.852,0.755,0.423,0.547,0.529,0.564,0.662,0.9766,0.939,0.640566595,0.55835712,0.690193629,0.707,0.724,0.8804,0.738,0.533661417,0.775643488,0.806818182,0.714,0.811
volo_d4_448,volo_d4_448,in1k,448,0.56,L,193.41,L,ViT,Conventional,1200000,0.868,0.771,0.515,0.67,0.667,0.656,0.756,0.9802,0.937,0.637418847,0.56200444,0.805121799,0.735,0.75,0.8866,0.76,0.531496063,0.773338456,0.897727273,0.741,0.836
volo_d5_224,volo_d5_224,in1k,224,0.28,S,295.46,L,ViT,Conventional,1200000,0.857,0.761,0.456,0.588,0.571,0.594,0.693,0.975,0.939,0.660830218,0.580399619,0.72142411,0.725,0.744,0.8836,0.741,0.533267717,0.786400307,0.829545455,0.723,0.818
volo_d5_448,volo_d5_448,in1k,448,0.56,L,295.91,L,ViT,Conventional,1200000,0.87,0.777,0.526,0.69,0.681,0.669,0.769,0.9792,0.939,0.663977966,0.590390105,0.823235478,0.754,0.77,0.8904,0.76,0.536614173,0.778332693,0.875,0.737,0.828
volo_d5_512,volo_d5_512,in1k,512,0.64,L,296.09,L,ViT,Conventional,1200000,0.871,0.779,0.544,0.71,0.697,0.683,0.784,0.978,0.939,0.670273461,0.593878846,0.836976889,0.76,0.777,0.8912,0.761,0.538976378,0.781021898,0.863636364,0.736,0.826
wide_resnet101_2,wide_resnet101_2,in1k,224,0.28,S,126.89,L,Convolution,Conventional,1200000,0.779,0.662,0.259,0.382,0.074,0.344,0.442,0.9496,0.879,0.449144206,0.423882017,0.22923173,0.495,0.521,0.8144,0.642,0.38976378,0.636957357,0.488636364,0.539,0.662
wide_resnet50_2,wide_resnet50_2,in1k,224,0.28,S,68.88,M,Convolution,Conventional,1200000,0.805,0.694,0.3,0.423,0.163,0.395,0.491,0.9612,0.911,0.506590596,0.465746908,0.349156777,0.558,0.581,0.837,0.686,0.435826772,0.681905494,0.590909091,0.599,0.716
wide_resnet50_2,wide_resnet50_2,in1k,224,0.28,S,68.88,M,Convolution,Conventional,1200000,0.785,0.662,0.253,0.387,0.06,0.341,0.434,0.9612,0.911,0.506590596,0.465746908,0.349156777,0.558,0.581,0.837,0.686,0.435826772,0.681905494,0.590909091,0.599,0.716
xception,xception,in1k,299,0.37375,M,22.86,S,Convolution,Conventional,1200000,0.789,0.674,0.274,0.397,0.1,0.361,0.458,0.9124,0.836,0.404682274,0.396923565,0.173016864,0.453,0.496,0.7442,0.578,0.347244094,0.59738763,0.306818182,0.457,0.614
xception41,xception41,in1k,299,0.37375,M,26.97,S,Convolution,Conventional,1200000,0.794,0.68,0.284,0.405,0.116,0.371,0.467,0.3692,0.304,0.129254377,0.210751665,0.133666458,0.194,0.525,0.1984,0.13,0.167913386,0.316557818,0.272727273,0.222,1.119
xception41p,xception41p,in1k,299,0.37375,M,26.91,S,Convolution,Conventional,1200000,0.82,0.711,0.327,0.451,0.248,0.434,0.529,0.959,0.905,0.436946685,0.4270536,0.373516552,0.536,0.559,0.5548,0.366,0.24488189,0.403380715,0.227272727,0.31,0.559
xception65,xception65,in1k,299,0.37375,M,39.92,S,Convolution,Conventional,1200000,0.831,0.726,0.348,0.473,0.328,0.469,0.564,0.9492,0.884,0.557938225,0.44893752,0.29544035,0.547,0.576,0.808,0.628,0.471062992,0.72493277,0.340909091,0.541,0.67
xception65p,xception65p,in1k,299,0.37375,M,39.82,S,Convolution,Conventional,1200000,0.826,0.718,0.337,0.461,0.29,0.452,0.547,0.9528,0.892,0.547708046,0.454646369,0.308557152,0.551,0.578,0.8112,0.653,0.448425197,0.708797541,0.477272727,0.572,0.705
xception71,xception71,in1k,299,0.37375,M,42.34,S,Convolution,Conventional,1200000,0.807,0.697,0.304,0.427,0.17,0.4,0.496,0.2454,0.202,0.030100334,0.121788773,0.084322299,0.11,0.448,0.139,0.094,0.057086614,0.192470227,0.25,0.148,1.065
xcit_large_24_p16_224,xcit_large_24_p16_224,in1k,224,0.28,S,189.1,L,ViT,Conventional,1200000,0.831,0.726,0.348,0.472,0.328,0.469,0.564,0.9644,0.913,0.532756246,0.477006026,0.520299813,0.611,0.634,0.8536,0.679,0.446062992,0.683442182,0.738636364,0.637,0.746
xcit_large_24_p16_224_dist,xcit_large_24_p16_224_dist,in1k,224,0.28,S,189.1,L,ViT,Conventional,1200000,0.838,0.735,0.364,0.493,0.377,0.492,0.587,0.9744,0.934,0.607908715,0.553599746,0.591505309,0.672,0.69,0.8662,0.715,0.516338583,0.76142912,0.75,0.686,0.792
xcit_large_24_p16_384_dist,xcit_large_24_p16_384_dist,in1k,384,0.48,M,189.1,L,ViT,Conventional,1200000,0.852,0.755,0.42,0.545,0.528,0.562,0.66,0.968,0.92,0.618138894,0.552806851,0.505309182,0.649,0.67,0.8538,0.705,0.533661417,0.773338456,0.681818182,0.673,0.788
xcit_large_24_p8_224,xcit_large_24_p8_224,in1k,224,0.28,S,188.93,L,ViT,Conventional,1200000,0.849,0.748,0.398,0.531,0.472,0.537,0.633,0.9706,0.913,0.562659847,0.496669838,0.642098688,0.654,0.674,0.8662,0.722,0.484251969,0.709565886,0.738636364,0.664,0.767
xcit_large_24_p8_224_dist,xcit_large_24_p8_224_dist,in1k,224,0.28,S,188.93,L,ViT,Conventional,1200000,0.849,0.749,0.401,0.533,0.481,0.541,0.637,0.9762,0.937,0.633090694,0.585156993,0.667083073,0.706,0.723,0.8702,0.739,0.53484252,0.772185939,0.806818182,0.713,0.819
xcit_large_24_p8_384_dist,xcit_large_24_p8_384_dist,in1k,384,0.48,M,188.93,L,ViT,Conventional,1200000,0.86,0.764,0.477,0.62,0.599,0.615,0.715,0.972,0.923,0.646075152,0.588487155,0.569643973,0.682,0.702,0.8608,0.722,0.55019685,0.784479447,0.75,0.702,0.816
xcit_medium_24_p16_224,xcit_medium_24_p16_224,in1k,224,0.28,S,84.4,M,ViT,Conventional,1200000,0.827,0.722,0.34,0.464,0.302,0.457,0.553,0.9662,0.906,0.50442652,0.459245163,0.485321674,0.589,0.61,0.8518,0.686,0.441732283,0.664617749,0.659090909,0.613,0.72
xcit_medium_24_p16_224_dist,xcit_medium_24_p16_224_dist,in1k,224,0.28,S,84.4,M,ViT,Conventional,1200000,0.834,0.729,0.354,0.479,0.343,0.476,0.571,0.9736,0.931,0.581546331,0.521566762,0.554653342,0.647,0.665,0.8624,0.716,0.484645669,0.736842105,0.761363636,0.675,0.783
xcit_medium_24_p16_384_dist,xcit_medium_24_p16_384_dist,in1k,384,0.48,M,84.4,M,ViT,Conventional,1200000,0.851,0.751,0.405,0.536,0.493,0.546,0.642,0.9638,0.915,0.58430061,0.524421186,0.447220487,0.618,0.641,0.8484,0.7,0.500590551,0.751440645,0.670454545,0.656,0.773
xcit_medium_24_p8_224,xcit_medium_24_p8_224,in1k,224,0.28,S,84.32,M,ViT,Conventional,1200000,0.843,0.741,0.382,0.511,0.431,0.516,0.612,0.9682,0.919,0.542789691,0.460196638,0.591505309,0.628,0.649,0.8652,0.715,0.447440945,0.674606224,0.75,0.647,0.748
xcit_medium_24_p8_224_dist,xcit_medium_24_p8_224_dist,in1k,224,0.28,S,84.32,M,ViT,Conventional,1200000,0.845,0.743,0.391,0.522,0.452,0.527,0.624,0.976,0.935,0.603777297,0.54202347,0.649594004,0.683,0.7,0.8712,0.75,0.517519685,0.755282367,0.829545455,0.713,0.818
xcit_medium_24_p8_384_dist,xcit_medium_24_p8_384_dist,in1k,384,0.48,M,84.32,M,ViT,Conventional,1200000,0.857,0.76,0.442,0.586,0.567,0.589,0.687,0.9684,0.921,0.615974818,0.544877894,0.555902561,0.659,0.681,0.8574,0.731,0.530314961,0.765655013,0.795454545,0.706,0.823
xcit_nano_12_p16_224,xcit_nano_12_p16_224,in1k,224,0.28,S,3.05,S,ViT,Conventional,1200000,0.757,0.635,0.235,0.356,0.049,0.319,0.421,0.909,0.835,0.407830022,0.368855059,0.190505934,0.451,0.496,0.7186,0.565,0.310826772,0.562427968,0.511363636,0.487,0.678
xcit_nano_12_p16_224_dist,xcit_nano_12_p16_224_dist,in1k,224,0.28,S,3.05,S,ViT,Conventional,1200000,0.765,0.644,0.24,0.361,0.052,0.324,0.424,0.9206,0.836,0.416486327,0.392166191,0.202998126,0.462,0.502,0.7534,0.601,0.335433071,0.600461007,0.5,0.509,0.676
xcit_nano_12_p16_384_dist,xcit_nano_12_p16_384_dist,in1k,384,0.48,M,3.05,S,ViT,Conventional,1200000,0.793,0.679,0.283,0.404,0.112,0.37,0.467,0.8944,0.793,0.408616958,0.372502379,0.181761399,0.439,0.491,0.7078,0.56,0.324212598,0.580099885,0.443181818,0.477,0.674
xcit_nano_12_p8_224,xcit_nano_12_p8_224,in1k,224,0.28,S,3.05,S,ViT,Conventional,1200000,0.791,0.675,0.277,0.398,0.103,0.363,0.459,0.934,0.862,0.411567972,0.365207739,0.280449719,0.48,0.514,0.7546,0.628,0.330314961,0.563580484,0.465909091,0.497,0.659
xcit_nano_12_p8_224_dist,xcit_nano_12_p8_224_dist,in1k,224,0.28,S,3.05,S,ViT,Conventional,1200000,0.792,0.676,0.28,0.4,0.108,0.366,0.462,0.9458,0.861,0.437143419,0.393434824,0.282948157,0.494,0.522,0.7874,0.628,0.359251969,0.601229351,0.579545455,0.542,0.688
xcit_nano_12_p8_384_dist,xcit_nano_12_p8_384_dist,in1k,384,0.48,M,3.05,S,ViT,Conventional,1200000,0.812,0.704,0.311,0.435,0.198,0.412,0.507,0.9222,0.837,0.424355695,0.389946083,0.237351655,0.472,0.512,0.7594,0.611,0.355511811,0.593545909,0.511363636,0.518,0.682
xcit_small_12_p16_224,xcit_small_12_p16_224,in1k,224,0.28,S,26.25,S,ViT,Conventional,1200000,0.821,0.712,0.328,0.453,0.252,0.436,0.531,0.967,0.898,0.517017509,0.459403742,0.45971268,0.584,0.604,0.8434,0.681,0.43011811,0.672685363,0.590909091,0.594,0.704
xcit_small_12_p16_224_dist,xcit_small_12_p16_224_dist,in1k,224,0.28,S,26.25,S,ViT,Conventional,1200000,0.823,0.716,0.333,0.459,0.271,0.445,0.541,0.9692,0.92,0.547314578,0.498414209,0.467832605,0.608,0.627,0.8462,0.695,0.475,0.708413369,0.704545455,0.646,0.763
xcit_small_12_p16_384_dist,xcit_small_12_p16_384_dist,in1k,384,0.48,M,26.25,S,ViT,Conventional,1200000,0.843,0.741,0.384,0.512,0.433,0.518,0.614,0.9588,0.895,0.555774149,0.49635268,0.389131793,0.584,0.609,0.8306,0.672,0.483464567,0.720706877,0.545454545,0.605,0.728
xcit_small_12_p8_224,xcit_small_12_p8_224,in1k,224,0.28,S,26.21,S,ViT,Conventional,1200000,0.838,0.734,0.364,0.492,0.375,0.491,0.586,0.9696,0.918,0.554200275,0.468125595,0.560899438,0.625,0.645,0.8572,0.711,0.449606299,0.68843642,0.727272727,0.644,0.751
xcit_small_12_p8_224_dist,xcit_small_12_p8_224_dist,in1k,224,0.28,S,26.21,S,ViT,Conventional,1200000,0.838,0.735,0.366,0.494,0.382,0.494,0.589,0.9734,0.925,0.56561086,0.514747859,0.574640849,0.645,0.663,0.8602,0.721,0.493307087,0.723396081,0.738636364,0.669,0.778
xcit_small_12_p8_384_dist,xcit_small_12_p8_384_dist,in1k,384,0.48,M,26.21,S,ViT,Conventional,1200000,0.851,0.753,0.41,0.539,0.506,0.552,0.649,0.9644,0.903,0.572693291,0.513479226,0.487195503,0.619,0.642,0.8502,0.7,0.509055118,0.742220515,0.704545455,0.664,0.781
xcit_small_24_p16_224,xcit_small_24_p16_224,in1k,224,0.28,S,47.67,S,ViT,Conventional,1200000,0.825,0.717,0.334,0.459,0.283,0.448,0.543,0.9684,0.913,0.50304938,0.451791944,0.488444722,0.589,0.608,0.8528,0.677,0.458661417,0.686515559,0.636363636,0.615,0.721
xcit_small_24_p16_224_dist,xcit_small_24_p16_224_dist,in1k,224,0.28,S,47.67,S,ViT,Conventional,1200000,0.828,0.722,0.341,0.465,0.305,0.458,0.553,0.9722,0.924,0.564823923,0.504757374,0.504684572,0.625,0.643,0.8556,0.703,0.48503937,0.721091049,0.715909091,0.656,0.767
xcit_small_24_p16_384_dist,xcit_small_24_p16_384_dist,in1k,384,0.48,M,47.67,S,ViT,Conventional,1200000,0.848,0.747,0.398,0.531,0.469,0.536,0.632,0.9622,0.91,0.567578202,0.496669838,0.416614616,0.598,0.621,0.8418,0.694,0.498818898,0.729927007,0.636363636,0.64,0.76
xcit_small_24_p8_224,xcit_small_24_p8_224,in1k,224,0.28,S,47.63,S,ViT,Conventional,1200000,0.842,0.74,0.378,0.505,0.418,0.51,0.606,0.9682,0.918,0.536297462,0.46891849,0.5908807,0.629,0.65,0.863,0.715,0.471259843,0.713407607,0.715909091,0.654,0.758
xcit_small_24_p8_224_dist,xcit_small_24_p8_224_dist,in1k,224,0.28,S,47.63,S,ViT,Conventional,1200000,0.842,0.74,0.378,0.506,0.419,0.511,0.607,0.9746,0.931,0.587448357,0.524738344,0.601499063,0.661,0.678,0.867,0.737,0.50492126,0.743757203,0.784090909,0.692,0.798
xcit_small_24_p8_384_dist,xcit_small_24_p8_384_dist,in1k,384,0.48,M,47.63,S,ViT,Conventional,1200000,0.854,0.757,0.432,0.568,0.543,0.575,0.673,0.9678,0.917,0.601023018,0.521725341,0.510306059,0.638,0.659,0.8534,0.713,0.512401575,0.755666539,0.727272727,0.677,0.793
xcit_tiny_12_p16_224,xcit_tiny_12_p16_224,in1k,224,0.28,S,6.72,S,ViT,Conventional,1200000,0.792,0.677,0.28,0.401,0.11,0.367,0.463,0.9456,0.878,0.470194767,0.420234697,0.287320425,0.514,0.544,0.7868,0.631,0.367913386,0.620437956,0.556818182,0.544,0.691
xcit_tiny_12_p16_224_dist,xcit_tiny_12_p16_224_dist,in1k,224,0.28,S,6.72,S,ViT,Conventional,1200000,0.796,0.682,0.286,0.406,0.12,0.374,0.47,0.951,0.896,0.497147354,0.442594355,0.297314179,0.533,0.56,0.8068,0.641,0.406102362,0.635804841,0.568181818,0.563,0.698
xcit_tiny_12_p16_384_dist,xcit_tiny_12_p16_384_dist,in1k,384,0.48,M,6.72,S,ViT,Conventional,1200000,0.82,0.71,0.325,0.451,0.244,0.433,0.528,0.9364,0.858,0.492228999,0.4270536,0.257963773,0.509,0.544,0.7734,0.603,0.403740157,0.641951594,0.534090909,0.546,0.706
xcit_tiny_12_p8_224,xcit_tiny_12_p8_224,in1k,224,0.28,S,6.71,S,ViT,Conventional,1200000,0.814,0.705,0.313,0.438,0.21,0.417,0.512,0.9572,0.901,0.471768641,0.409609895,0.39350406,0.544,0.568,0.819,0.67,0.394094488,0.627737226,0.590909091,0.571,0.697
